site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,work_type,names,ore_ctrl,hrock_type,arock_type
Saddle Ridge Mine,-13.55,132.56711,OC,Australia,Northern Territory*,,M,"Uranium, Gold",,,Unknown,,Y,Producer,,"Chalcopyrite, Galena, Pyrite",,,Pronounced Stratigraphic Or Lithologic Control,"Shale,Tuff",
Scinto 6 Mine,-13.52222,132.56155,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Producer,Pitchblende,,,,,"Mafic Intrusive Rock,Dolomite,Plutonic Rock",
Sleisbeck Mine,-13.78053,132.81572,OC,Australia,Northern Territory*,,M,Uranium,,,Unknown,,Y,Producer,,,,,,Dolomite,
Teagues Mine,-13.47083,132.45878,OC,Australia,Northern Territory*,,M,"Uranium, Gold",,,Unknown,,Y,Producer,Pitchblende,"Chalcopyrite, Galena, Pyrite",,,Pronounced Stratigraphical Or Lithologic Control,"Shale,Sandstone",
Lucknow and Alma Reefs,-26.17517,152.64029,OC,Australia,Queensland,,M,"Platinum, Gold",,,Unknown,Vein,Y,Producer,Gold,,,,,"Slate,Conglomerate,Tuff",
Unnamed,-29.10284,153.38413,OC,Australia,New South Wales,,M,Platinum,,PGE,Unknown,Placer,Y,Producer,,,,,,Sand and Gravel,
Esk River,-29.35338,153.33189,OC,Australia,New South Wales,,M,Platinum,,PGE,Unknown,Placer,S,Producer,,,,,,Sand and Gravel,
Coonbaralba Range,-31.74623,141.49873,OC,Australia,,,M,Platinum,,,Unknown,,Y,Producer,,,,,,,
Cragg Mine,-23.12995,142.6988,OC,Australia,Queensland,,N,Gemstone,,,Unknown,Residual,S,Producer,,"Hematite, Limonite",Surface,,Fractures In Ironstone Concretions; Sandstone/Clay Interface And Rarely In Fractures In Petrified Wood.,"Mudstone,Siltstone,Sandstone",
Huntley,-32.62933,115.84933,OC,Australia,Western Australia,,M,Aluminum,,,Unknown,,L,Producer,"Bauxite, Boehmite, Gibbsite","Anatase, Goethite, Halloysite, Hematite, Muscovite, Quartz",,"Darling Range, Dwellingup",Hill Slopes; Altitude Between 240 And 440 M Asl,,Granite
Pilgangoora,-21.06331,118.91602,OC,Australia,,,M,Tantalum,,Tin,Surface,,,Producer,,,,,,,
Hellyer,-41.56281,145.34848,OC,Australia,Tasmania,,M,"Zinc, Lead","Silver, Copper, Gold",,Underground,,,Producer,,,Underground,,,,
Mc Arthur River,-16.11374,136.09897,OC,Australia,Northern Territory*,,M,Zinc,"Lead, Silver",,Underground,,,Prospect,,,"Surface, Underground",Mcarthur River,,,
Western Operations - Combined,-30.49611,121.29921,OC,Australia,Western Australia,,M,Nickel,Copper,Cobalt,Surface-Underground,,,Producer,,,,,,,
Mt Garnet/Ravenshoe,-17.64698,145.13211,OC,Australia,Queensland,,M,Tin,,,Surface,,,Producer,,,Surface,"Tableland Tin Dredging N.L.1936, Southland Ming Limited 1970",,,
White Devil,-19.48009,133.9323,OC,Australia,Northern Territory*,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Mt. Gibson,-29.74612,117.16602,OC,Australia,Western Australia,,M,Gold,,,Unknown,,,Producer,,,,Forsayth/Reynolds,,,
Beaconsfield,-41.19613,146.81516,OC,Australia,Tasmania,,M,Gold,,,Underground,,,Past Producer,,,,,,,
Meekatharra,-26.92956,118.6493,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,"Grants, Consols, Vivian, Fenian, Marmont, Sabbath, Lukes, Alberts, Golden Bar, Wanganui, Allon, Gabanintha, Globe, Commodore, Prohibition/Red Spider, Phar Lap, Mickey Doolan, Halcyon, Gibralter",,,
Tr 5585,-22.21323,117.13266,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,Tr5585,,,
Granites,-20.5467,130.31577,OC,Australia,Northern Territory*,,M,Gold,,,Surface-Underground,,,Producer,,,,"Bullakitchie, Shoe, Bunkers Hill, Quorn",,,
Laverton,-29.24617,122.49919,OC,Australia,Western Australia,,B,Phosphorus-Phosphates,,"Tantalum, REE",Surface,,,Prospect,,,Surface,Mount Weld,,,
Tabbimobile,-32.84631,151.49854,OC,Australia,New South Wales,,M,Titanium,Zirconium,,Surface,,,Past Producer,,,,,,,
Koodaideri,-22.47982,118.88262,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Bowen Abbot Point,-18.31354,127.76583,OC,Australia,Queensland,,M,Titanium,Zirconium,REE,Surface,,,Prospect,,,,,,,
Kanmantoo,-35.24611,139.00873,OC,Australia,South Australia,,M,Copper,"Gold, Silver",,Underground,,,Past Producer,,,"Surface, Underground",,,,
Murrin-Murrin,-28.5362,121.19922,OC,Australia,Western Australia,,M,"Nickel, Cobalt",,,Surface,,,Prospect,,,,Anaconda Nickel Nl,,,
Robe River,-21.65656,116.32938,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,Surface,Pannawonica-DeepdalePannawonica,,,
West Angelas,-23.16008,118.76622,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Thalanga,-20.4968,146.08207,OC,Australia,Queensland,,M,"Copper, Lead, Zinc","Gold, Silver",,Underground,,,Producer,,,Underground,"Volmacka, Waterloo",,,
Brocks Creek,-13.48052,131.43238,OC,Australia,Northern Territory*,,M,Gold,,,Underground,,,Prospect,,,,"Alligator, Faded Lily, Burgan, Zapopan",,,
Groote Eylandt,-13.99719,136.83227,OC,Australia,Northern Territory*,,B,Manganese,,"Aluminum, Iron, Phosphorus-Phosphates, Silica",Surface,,,Producer,,,Surface,,,,
Greenvale Nickel Laterite  Mine,-18.96359,145.0988,OC,Australia,Queensland,,M,Nickel,Cobalt,,Surface,,,Past Producer,,,Surface,"Greenvale, Queensland Mines",,,
Challenger,-30.32951,134.1322,OC,Australia,South Australia,,M,Gold,,,Unknown,,,Prospect,,,,,,,
Rocky Point Agnes Water,-24.31334,151.93195,OC,Australia,Queensland,,M,"Titanium, Zirconium",,,Surface,,,Prospect,,,Surface,"Rocky Point, Agnes Water M.D.L. Operation, Rocky Point Deposit",,,
New Celebration,-31.01279,121.59919,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Que River,-41.59611,145.34848,OC,Australia,Tasmania,,M,Zinc,"Silver, Lead, Gold, Copper",,Underground,,,Past Producer,,,Underground,,,,
Middleback Range,-32.99335,137.1655,OC,Australia,South Australia,,M,Iron,,,Surface,,,Producer,,,Surface,Middleback Ranges,,,
Moreton Island,-27.02983,153.43189,OC,Australia,Queensland,,M,"Titanium, Zirconium",,REE,Surface,,,Past Producer,,,Surface,"Moreton Island Mdl, Moreton Island Mineral Deposits",,,
Dugald River,-20.21348,140.28217,OC,Australia,Queensland,,M,Zinc,"Lead, Silver",,Underground,,,Prospect,,,Underground,,,,
Bellevue,-27.62954,120.54925,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Aurukun,-13.34727,141.73219,OC,Australia,Queensland,,M,Aluminum,,,Surface,,,Prospect,,,Surface,,,,
Mcmahon-Ken-Gellatly,-31.16279,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Past Producer,,,,,,,
East Location,-31.19609,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Prospect,,,,Block 48,,,
Fisher,-31.57937,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Past Producer,,,,,,,
Black Swan,-30.57941,121.83249,OC,Australia,Western Australia,,M,"Nickel, Copper",,,Unknown,,,Prospect,,,,,,,
Mt. Pleasant,-30.62941,121.74919,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,Wggm,,,
Lake Rebecca,-29.82945,122.08249,OC,Australia,Western Australia,,M,"Cobalt, Nickel",,,Unknown,,,Prospect,,,,,,,
Laverton,-28.81289,122.41589,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,"Reichelt Find, Duketon, Baneygo, McKenzie Well",,,
Tindals,-30.97939,121.1659,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Prospect,,,,,,,
Scotia,-30.24613,121.7492,OC,Australia,Western Australia,,M,"Copper, Nickel",,,Unknown,,,Prospect,,,,,,,
Tom's Gully,-12.83057,131.54908,OC,Australia,Northern Territory*,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Lady Loretta,-19.7635,139.0489,OC,Australia,Queensland,,M,Zinc,"Lead, Silver",,Underground,,,Producer,,,Underground,,,,
Lawlers,-28.07952,120.53254,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,"Genesis, Hell/Purgatory, Hidden Secret, New Holland",,,
Tennant Creek,-19.51349,134.24899,OC,Australia,Northern Territory*,,M,Gold,,,Processing Plant,,,Producer,,,,,,,
Harbour Lights,-28.87948,121.29922,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Hodgson Downs-Roper Bar,-15.1571,133.90902,OC,Australia,Northern Territory*,,M,Iron,,,Unknown,,,Prospect,,,,,,,
Tuckabianna,-27.51293,117.99932,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Selwyn/Starra,-21.67999,140.48216,OC,Australia,Queensland,,M,"Copper, Gold",,,Surface-Underground,,,Producer,,,,Starra,,,
Mitchell Plateau,-15.49704,125.49919,OC,Australia,Western Australia,,M,Aluminum,,,Surface,,,Prospect,,,Surface,"Cape Bouganville, Mitchell Plateau Deposit",,,
Hamel Waroona,-32.82929,115.91603,OC,Australia,Western Australia,,M,Titanium,Zirconium,REE,Surface,,,Producer,,,,,,,
Horsham Deposits,-36.71281,142.19864,OC,Australia,Victoria,,M,"Zirconium, Titanium",REE,,Surface,,,Prospect,,,,,,,
Mt. Newman,-23.35477,119.68259,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,Surface,"Mount Whaleback, Mt. Whaleback, Orebody 29, Orebody 23, Orebody 25",,,
Mt. Tom Price,-22.7465,117.75934,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,Surface,,,,
Widgiemooltha Prospects,-31.57937,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Gum Creek-Roper Bar,-14.57714,134.32902,OC,Australia,Northern Territory*,,M,Iron,,,Unknown,,,Prospect,,,,,,,
Giles Mini,-23.29647,119.16601,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Yakabindie,-27.49624,120.54925,OC,Australia,Western Australia,,M,Nickel,Cobalt,,Surface,,,Prospect,,,Surface,Serp Hill,,,
Beltana,-30.67954,138.44881,OC,Australia,South Australia,,M,Zinc,,Lead,Surface,,,Producer,,,Surface,"Beltana Zinc Depo., Aroona Deposit",,,
Barrambie,-27.36294,119.09928,OC,Australia,Western Australia,,M,Titanium,"Vanadium, Iron",,Surface,,,Prospect,,,Surface,No Alternate Names,,,
Bluebush,-31.49608,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Gabanintha,-26.66298,118.6826,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,"Consols, Vivian, Sabbath, Commodore, Grants, Fenian West, Alberts, Wanganui, Lukes, Globe, Prohibition/Red Spider, Phar Lap, Mickey Doolan, Halcyon, Gibralter/Gibralter South, Golden Bar, Marmont",,,
Inverway Mine,-17.81358,129.66579,OC,Australia,Northern Territory*,,N,Barium-Barite,,,Processing Plant,,,Producer,,,,,,,
Lucky Draw,-33.91296,149.56525,OC,Australia,Western Australia,,M,"Gold, Silver",Copper,,Surface,,,Past Producer,,,,,,,
Weipa Andoom,-12.66012,141.89309,OC,Australia,Queensland,,B,Aluminum,Kaolin,,Surface,,,Producer,,,Surface,"Weipa Bauxites, Lorim Point, Weipa and Andoom, Weipa Peninsula Mine",,,
Wild Cattle Creek,-30.2214,152.72356,OC,Australia,New South Wales,,M,Antimony,,,Underground,,,Past Producer,,,Underground,"Wild Cattle Creek Antimony Mine, Australian Antimony N.L.",,,
Mc Cameys Monster,-22.8298,120.33258,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,"McCamey's Monster, Jimblebar Deposit",,,
Matilda,-26.79628,120.46595,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Prospect,,,,Mount Wilkinson,,,
Blackwood Mine,-31.96622,141.44873,OC,Australia,New South Wales,,M,"Zinc, Lead, Silver",,,Surface,,,Producer,,,,,,,
Copperhead,-30.97938,119.09926,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Nabiac/Harrington,-32.27963,152.48183,OC,Australia,New South Wales,,M,"Zirconium, Titanium",,REE,Surface,,,Producer,,,,,,,
Long,-31.16279,121.83249,OC,Australia,Western Australia,,M,"Copper, Nickel",,,Underground,,,Producer,,,,,,,
Goodall,-13.23054,131.13238,OC,Australia,Northern Territory*,,M,Gold,,,Surface,,,Producer,,,,,,,
Cataby,-30.72937,115.51606,OC,Australia,Western Australia,,M,Titanium,,"REE, Zirconium",Surface,,,Prospect,,,Surface,No Alternate Names.,,,
Moline,-13.66391,132.14906,OC,Australia,Northern Territory*,,M,Gold,,,Surface,,,Past Producer,,,,,,,
Dunbogan,-31.66305,152.79854,OC,Australia,New South Wales,,M,Titanium,Zirconium,,Surface,,,Past Producer,,,,,,,
Wittenoom,-22.24653,118.33263,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Broken Hill South,-31.96622,141.44683,OC,Australia,New South Wales,,M,"Lead, Silver, Zinc",,,Surface,,,Producer,,,Surface,"South Broken Hill, South Mine",,,
Savage River,-40.82941,145.2652,OC,Australia,Tasmania,,M,Iron,,,Processing Plant,,,Producer,,,,,,,
Yandi,-22.8132,119.21601,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,Yandicoogina,,,
Goldsworthy Mining Shay Gap,-20.32997,120.216,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,,Shay Gap,,,
Peak Hill,-26.41299,118.49931,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Mt. Charlotte Ug,-30.7461,121.4992,OC,Australia,Western Australia,,M,Gold,Silver,,Underground,,,Producer,,,Underground,Mt. Charlotte,,,
Big Bell,-27.33266,117.66622,OC,Australia,Western Australia,,M,Gold,Silver,,Underground,,,Producer,,,,,,,
Eneabba/Narngulu Operations,-29.77941,115.41606,OC,Australia,Western Australia,,M,"REE, Titanium, Zirconium",,,Surface,,,Producer,,,"Surface, Water","Adamson Deposit, Eneabba, Eneabba West, Eneabba North, Eneabba South",,,
Wodgina,-21.1716,118.66603,OC,Australia,,,M,"Tin, Tantalum",,,Surface,,,Producer,,,,,,,
Woodlawn Mine,-35.06313,149.56543,OC,Australia,New South Wales,,M,"Copper, Lead, Zinc","Gold, Silver",,Underground,,,Producer,,,Underground,"Woodlawn Deposit, Currawang, Complex Ore, Copper Ore",,,
Brockman,-18.25764,127.65054,OC,Australia,Western Australia,,M,"Zirconium, Tantalum, REE, Hafnium, Gallium, Niobium (Columbium)",,,Surface,,,Prospect,,,,"Mt. Brockman, Halls Creek",,,
Mt. Todd,-14.09717,132.01576,OC,Australia,Northern Territory*,,M,Gold,,,Surface,,,Prospect,,,,"Batman, Tollis/Golf West, Zapopan",,,
Lewis Ponds,-33.31297,149.16527,OC,Australia,New South Wales,,M,"Zinc, Silver, Lead, Gold, Copper",,,Surface,,,Prospect,,,,,,,
Mt.Morgans,-28.87949,121.9159,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Sherlock Bay,-20.79662,117.53266,OC,Australia,Western Australia,,M,Nickel,Copper,,Underground,,,Prospect,,,Underground,,,,
Dubbo,-32.49629,148.99859,OC,Australia,New South Wales,,M,REE,,,Unknown,,,Prospect,,,,,,,
Ora Banda,-30.44611,121.06591,OC,Australia,Western Australia,,M,Nickel,,,Surface,,,Prospect,,,Surface,,,,
Lake Cowal,-33.59624,147.3153,OC,Australia,New South Wales,,M,Gold,,,Surface,,,Prospect,,,,,,,
Darlot,-27.94903,121.26593,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,"Zangbar, Monte Cristo",,,
Siberia,-30.7461,121.3325,OC,Australia,Western Australia,,M,"Nickel, Cobalt",,,Unknown,,,Prospect,,,,,,,
Woodsreef,-29.99639,151.99858,OC,Australia,New South Wales,,N,Asbestos,,,Surface,,,Past Producer,,,,,,,
Queen Victoria Rocks,-31.32938,121.1659,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
New Broken Hill M.,-31.96292,141.46543,OC,Australia,New South Wales,,M,"Zinc, Silver, Lead",,,Underground,,,Producer,,,Underground,,,,
Redross,-31.66277,121.83248,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Past Producer,,,,,,,
Mount Carbine,-16.51375,145.11551,OC,Australia,Queensland,,M,Tungsten,,,Surface,,,Producer,,,Surface,Mt. Carbine,,,
Marandoo,-22.61461,118.12543,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Cork Tree Well,-27.44623,117.88261,OC,Australia,Western Australia,,M,Chromium,,,Surface,,,Prospect,,,,,,,
Cooljarloo/Jurien Bay,-30.32939,115.16607,OC,Australia,Western Australia,,M,"Titanium, Zirconium",REE,,Surface,,,Producer,,,"Surface, Water","Melbourne, Spencer Lee Property, Jurien Bay / Cooljarloo, Location 3750",,,
Goldsworthy Mining Sunrise Hill,-20.32997,120.216,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,,Sunrise Hill Mine,,,
Jarrahdale,-32.32931,116.05763,OC,Australia,Western Australia,,M,Aluminum,,,Surface,,,Producer,,,Surface,,,,
Weebo,-26.32961,122.33251,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Orient Wells,-29.41286,121.48251,OC,Australia,Western Australia,,M,Gold,,,Unknown,,,Prospect,,,,"Admiral, Golden Butterfly, King",,,
Mount Kilkenny,-29.02948,121.74921,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Mineral Hill,-32.57956,146.98192,OC,Australia,New South Wales,,M,"Gold, Copper",,,Surface-Underground,,,Producer,,,,"Western, 5001 Orebody, Eastern, Parker Hill",,,
Cracow,-25.27988,150.28196,OC,Australia,Queensland,,M,Gold,,,Surface-Underground,,,Producer,,,,Golden Plateau,,,
Bounty,-31.51276,119.49924,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,Mount Hope,,,
Mt Leyshon,-20.28012,146.24877,OC,Australia,Queensland,,M,Gold,,,Surface,,,Producer,,,,,,,
Wirralie,-21.11347,147.26545,OC,Australia,Queensland,,M,Gold,,,Surface,,,Producer,,,,,,,
Spargoville,-31.24608,121.4492,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Golden Grove,-28.77946,116.96603,OC,Australia,Western Australia,,M,"Zinc, Copper","Gold, Lead, Silver",,Underground,,,Producer,,,Underground,"Scuddles, Gossan Hill",,,
Temora Gidginbung,-34.31292,147.44858,OC,Australia,New South Wales,,M,Gold,,,Surface,,,Producer,,,,,,,
Galwadgere,-32.66298,149.06528,OC,Australia,New South Wales,,M,Copper,"Gold, Silver",,Surface-Underground,,,Past Producer,,,,"Christies, Dawn of Galwadgere, Old Paint, Mcdowells",,,
Duchess Plant,-21.36341,139.83217,OC,Australia,Queensland,,N,Phosphorus-Phosphates,,,Processing Plant,,,Producer,,,,,,,
Paraburdoo,-23.22977,117.58265,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Producer,,,Surface,,,,
Coronation Hill,-13.58051,132.59905,OC,Australia,Northern Territory*,,M,Gold,,"Palladium, Platinum",Surface,,,Prospect,,,,Golden Dyke,,,
Westonia,-31.29607,118.68257,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Mt. Mcclure,-27.54625,121.08253,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Blair,-31.07939,121.4159,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Producer,,,,,,,
Pajingo,-20.5301,146.44876,OC,Australia,Queensland,,M,Gold,,Silver,Surface,,,Producer,,,,,,,
Mount Mulgine,-29.17945,116.98263,OC,Australia,Western Australia,,M,Tungsten,,,Surface,,,Prospect,,,Surface,,,,
Dawsonvale,-25.65656,150.10866,OC,Australia,Queensland,,B,"Iron, Phosphorus-Phosphates, Silica",,,Unknown,,,Prospect,,,,,,,
Brown's Creek,-33.52956,149.31526,OC,Australia,New South Wales,,M,Gold,,,Unknown,,,Producer,,,,,,,
Bulong,-30.7461,120.83252,OC,Australia,Western Australia,,M,"Cobalt, Nickel",,,Surface,,,Prospect,,,,Bulong Laterite,,,
Century,-27.4965,152.9986,OC,Australia,Queensland,,M,"Zinc, Lead",Silver,,Surface,,,Prospect,,,,,,,
Hamersley,-20.74662,116.79938,OC,Australia,Western Australia,,M,Iron,,,Processing Plant,,,Producer,,,,,,,
Highway/Reward,-20.03013,146.33207,OC,Australia,Queensland,,M,"Copper, Gold, Zinc",Silver,,Surface,,,Prospect,,,,"Windsor, Highway, Handcuff, Mt Windsor, Reward",,,
Youanmi,-28.59618,118.81598,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Newrybar/Woodburn,-28.74646,153.49857,OC,Australia,New South Wales,,M,Titanium,Zirconium,REE,Surface,,,Producer,,,,,,,
Otter-Juan,-31.19609,121.66589,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Elura,-31.11299,145.76536,OC,Australia,New South Wales,,M,"Zinc, Silver, Lead","Gold, Copper",,Underground,,,Producer,,,Underground,,,,
Porphyry,-20.77994,122.28254,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Prospect,,,,Audax,,,
Clinton Shoalwater Bay,-22.53002,150.69868,OC,Australia,Queensland,,M,Titanium,Zirconium,,Surface,,,Prospect,,,,,,,
Mt. Gunson,-31.4295,137.16882,OC,Australia,South Australia,,M,Copper,"Cobalt, Silver","Bismuth, Lead, Zinc",Surface,,,Past Producer,,,Surface,"Mt. Gunson Mine, Mg14",,,
Mt. Percy,-30.7294,121.4659,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,,,,
Teutonic Bore,-28.39625,127.99907,OC,Australia,Western Australia,,M,Copper,"Silver, Zinc",,Surface-Underground,,,Producer,,,"Surface, Underground",,,,
Fimiston/Paringa Ug,-30.64611,121.5159,OC,Australia,Western Australia,,M,Gold,Silver,,Underground,,,Producer,,,Underground,Fimiston,,,
Mount Edwards,-31.46278,121.53249,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,Widgiemooltha,,,
Kanowna Belle,-30.8128,121.4825,OC,Australia,Western Australia,,M,Gold,,,Unknown,,,Producer,,,,,,,
Central Bore,-28.74619,121.83251,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Stawell,-37.04611,142.79862,OC,Australia,Victoria,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
"Ora Bandagimlet South,Et Al",-30.37942,121.04921,OC,Australia,Western Australia,,M,Gold,,,Surface,,,Producer,,,,"Newcrest, Gimlet South",,,
Broken Hill North,-31.96292,141.46543,OC,Australia,New South Wales,,M,"Zinc, Lead",Silver,,Underground,,,Producer,,,Underground,"North Mine, Fitzpatrick Area, North Broken Hill Mine, No. 1 Shaft Area Open Pit",,,
Koongie Park,-18.28014,127.63244,OC,Australia,Northern Territory*,,M,Copper,"Silver, Zinc",,Underground,,,Prospect,,,,,,,
Bridge Hill Ridge,-32.39632,152.04854,OC,Australia,New South Wales,,M,"Zirconium, Titanium",,,Surface,,,Past Producer,,,Surface,"Stockton Bight, Myall Lakes/Smith Lakeshigh Dunes, Newcastle Bight Dunes, Big Gibber Area",,,
Nammuldi,-22.37982,116.39938,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Woolwonga,-13.39722,131.54908,OC,Australia,Northern Territory*,,M,Gold,,,Surface,,,Producer,,,,,,,
Deepdale,-21.74656,115.9994,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Maggie Hays,-32.32933,119.28254,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Marillana,-22.8298,119.23261,OC,Australia,Western Australia,,M,Iron,,,Surface,,,Prospect,,,Surface,,,,
Mount Clifford,-28.4629,121.04923,OC,Australia,Western Australia,,M,Nickel,,,Unknown,,,Prospect,,,,,,,
Yuraygir National Park,-29.74642,153.33186,OC,Australia,New South Wales,,M,"Zirconium, Titanium",,,Surface,,,Prospect,,,Surface,No Alternate Names,,,
Sally Malay,-16.99692,127.99914,OC,Australia,Western Australia,,M,"Nickel, Copper, Cobalt",,,Unknown,,,Prospect,,,,,,,
Cadjebut,-18.21354,125.54918,OC,Australia,Western Australia,,M,Zinc,Lead,,Underground,,,Producer,,,Underground,,,,
Rosebery Mine,-41.77941,145.54847,OC,Australia,Tasmania,,M,"Zinc, Lead, Sulfur-Pyrite, Gold, Copper, Silver",,,Underground,,,Producer,,,Underground,"Hercules Mine, Farrell Mine, West Coast Operations",,,
Lanfranki,-31.16279,121.83249,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Bannockburn,-26.99626,120.99925,OC,Australia,Western Australia,,M,Gold,,,Underground,,,Producer,,,,Tower Hill,,,
Tomago Operations,-32.79631,151.71524,OC,Australia,New South Wales,,M,"Zirconium, Titanium",,,Surface,,,Producer,,,Surface,"Tomago Sand Pits, Rutile and Zircon Mines Newcastle, Ltd., Rzm.",,,
Foster,-30.8294,121.4992,OC,Australia,Western Australia,,M,Nickel,,,Underground,,,Producer,,,,,,,
Tennant Creek,-19.59679,134.59898,OC,Australia,Northern Territory*,,M,"Copper, Gold",,Bismuth,Underground,,,Producer,,,,Tennant Creek Warrego and GeckoGeckoWarrego,,,
Fraser Island,-25.49658,152.09863,OC,Australia,Queensland,,B,"Zirconium, Phosphorus-Phosphates",,Titanium,Surface,,,Past Producer,,,Surface,Fraser Island -*Combined Deposits,,,
Torrington,-29.16312,151.66529,OC,Australia,New South Wales,,M,"Tin, Tungsten",,,Surface,,,Producer,,,Surface,"Bismuth Mine, Wolfram Hill Mine, Mt. Everard Mine, Torrington Deposits, Fielder's Hill North Mine, Burnt Hut Mine",,,
Yangibana,-24.39639,116.89936,OC,Australia,Western Australia,,M,REE,,,Surface,,,Prospect,,,,,,,
Sheahan Grants,-33.62956,148.98187,OC,Australia,Queensland,,M,Gold,,,Surface,,,Producer,,,,Junction Reefs,,,
Savage River Mine,-41.49787,145.16,OC,Australia,Tasmania,,M,Iron,,,Surface,,,Producer,,,Surface,Savage River,,Amphibolite,
ZC Mines,-31.94622,141.49873,OC,Australia,New South Wales,,M,"Lead, Zinc",Silver,,Underground,,,Producer,,,Underground,"Zinc Corp.Mine, New Broken Hill and Zc Mine",,,
Marvel Loch,-31.46276,119.48254,OC,Australia,Western Australia,,M,Gold,,,Surface-Underground,,,Producer,,,,,,,
Greenbushes Li,-33.82926,115.98262,OC,Australia,Western Australia,,M,Lithium,,,Surface,,,Producer,,,Surface,,,,
Blue Spec Mine,-21.82987,120.24929,OC,Australia,Western Australia,,M,"Antimony, Gold",,,Underground,,,Producer,,,,,,,
Mount Chalmers,-23.29668,150.64868,OC,Australia,Queensland,,M,"Gold, Copper",Silver,,Underground,,,Past Producer,,,,"Main Lode, West Lode",,,
